ic_number,plate_number,age,months_as_customer,vehicle_age_years,vehicle_make,policy_expired_flag,deductible_amount,market_value,damage_severity_score,repair_amount,at_fault_flag,time_to_report_days,claim_reported_to_police_flag,license_type_missing_flag,num_third_parties,num_witnesses,approval_flag,coverage_amount
461104-89-6802,UVF0679,39,3,3,Toyota Vios,0,1000.0,75000.0,0.79,18597.4,0,5,0,0,3,0,1,17597.4
870815-74-8850,FOI6846,35,25,3,Proton X70,0,1000.0,110000.0,0.46,24254.67,0,4,1,0,0,1,1,23254.67
590723-36-8283,CSK4137,53,6,6,Perodua Myvi,0,500.0,50000.0,0.48,7490.5,0,5,0,0,0,1,1,6990.5
920108-83-2486,HQP7569,63,45,1,Perodua Myvi,0,1000.0,50000.0,0.51,8558.64,0,3,0,0,0,1,1,7558.639999999999
590623-94-9276,HNF8444,64,6,11,Perodua Myvi,0,1000.0,50000.0,0.74,16980.2,0,5,1,0,0,1,1,15980.2
880711-30-8704,WGZ8607,53,0,5,Proton X70,0,800.0,110000.0,0.57,29281.17,0,6,1,0,0,1,1,28481.17
840202-38-5264,YIW0485,44,21,7,Proton X70,0,300.0,110000.0,0.72,31926.48,0,6,1,0,0,1,1,31626.48
550315-43-1056,IZM7802,44,31,0,Proton X70,0,300.0,110000.0,0.69,36697.05,1,4,1,0,3,2,1,36397.05
470209-68-0093,OKL9754,28,16,1,Proton X70,0,800.0,110000.0,0.77,38334.57,0,5,1,0,1,0,1,37534.57
600214-48-1105,BFA0659,53,5,6,Proton X70,0,500.0,110000.0,0.55,21677.64,0,2,0,0,2,1,1,21177.64
820325-33-5463,UNJ6202,26,10,17,Perodua Myvi,0,1000.0,50000.0,0.54,11438.7,1,4,0,1,0,0,0,0.0
000815-11-8972,LZK0665,56,36,0,Proton X70,0,1000.0,110000.0,0.42,13942.29,1,5,0,0,1,0,1,12942.29
790612-80-9583,EJL0383,48,19,2,Proton X70,0,1000.0,110000.0,0.55,21681.06,0,7,1,0,0,1,1,20681.06
600524-42-7944,CPL8137,24,4,1,Mazda 3,0,1000.0,130000.0,0.68,42384.85,0,5,1,0,0,0,1,41384.85
940608-72-0665,CMK7486,34,3,1,Proton X70,0,500.0,110000.0,0.45,15942.13,0,6,1,0,0,0,1,15442.13
920525-53-1834,QBD7941,19,12,20,Perodua Myvi,0,800.0,50000.0,0.64,14133.63,0,5,1,0,2,1,1,13333.63
930923-91-4254,BRA4259,48,6,9,Perodua Myvi,0,300.0,50000.0,0.45,10184.6,0,6,0,0,0,0,1,9884.6
540307-31-3488,FDU9826,24,49,7,Proton X70,0,800.0,110000.0,0.63,26040.5,0,5,0,0,0,2,1,25240.5
440811-55-4143,RNN6271,27,0,8,Perodua Myvi,0,1000.0,50000.0,0.79,12484.75,1,4,1,0,1,0,1,11484.75
441204-45-9831,SDO7757,47,3,9,Toyota Vios,0,1000.0,75000.0,0.67,23550.5,0,5,1,0,1,1,1,22550.5
970221-77-6577,HJG5017,43,0,14,Perodua Myvi,0,300.0,50000.0,0.61,9262.82,0,6,0,0,1,1,1,8962.82
731212-78-8065,JDS3733,42,74,9,Nissan Almera,0,300.0,70000.0,0.51,16511.21,0,8,1,0,0,1,1,16211.21
910806-92-3609,BVZ0595,35,4,1,BMW 3 Series,0,800.0,250000.0,0.76,94292.92,1,5,1,0,1,0,1,93492.92
510815-80-3347,YEK6583,41,3,1,Proton X70,0,1000.0,110000.0,0.5,24676.08,0,4,0,0,0,0,1,23676.08
510611-95-6467,UQM8418,18,0,6,Mazda 3,0,800.0,130000.0,0.43,27733.38,0,6,1,0,0,1,1,26933.38
670505-11-3705,COM8575,56,1,7,Proton X70,0,1000.0,110000.0,0.59,26504.33,0,5,0,0,0,0,1,25504.33
811213-34-0927,SZT5986,47,6,19,Perodua Myvi,0,300.0,50000.0,0.5,7875.27,0,5,0,0,0,1,1,7575.27
560728-46-3691,EHF2266,40,1,14,Toyota Vios,0,300.0,75000.0,0.56,16911.12,0,2,0,0,0,0,1,16611.12
870330-02-2258,TBN0269,49,53,21,BMW 3 Series,0,300.0,250000.0,0.5,55078.08,0,7,1,0,2,3,1,54778.08
941222-12-1250,BSP6468,42,2,17,Honda City,0,500.0,80000.0,0.71,26870.11,1,2,0,0,0,1,0,0.0
801118-74-0873,UBV3113,24,3,2,Nissan Almera,0,800.0,70000.0,0.62,15578.74,0,6,1,1,2,1,1,14778.74
741223-90-2980,NWG8288,39,24,3,Perodua Myvi,0,800.0,50000.0,0.79,18313.53,0,4,1,0,0,1,1,17513.53
880821-81-9749,ANJ9672,49,15,6,Toyota Vios,0,300.0,75000.0,0.53,17435.29,0,6,0,1,0,2,1,17135.29
650910-02-0596,BRK0064,37,0,7,Honda City,0,500.0,80000.0,0.76,18241.91,0,5,0,0,1,1,1,17741.91
721208-08-5687,SXP6200,21,7,1,Perodua Myvi,0,300.0,50000.0,0.79,17966.42,0,4,1,0,1,1,1,17666.42
610316-25-3589,BYL9817,48,20,1,Proton X70,0,1000.0,110000.0,0.41,18477.75,1,3,0,0,1,0,0,0.0
890605-89-2618,OBZ9614,26,2,3,Perodua Myvi,0,800.0,50000.0,0.58,13994.88,1,5,1,0,0,1,1,13194.88
880212-13-7161,GBP9758,37,20,1,Proton X70,0,300.0,110000.0,0.72,34678.68,0,6,1,0,0,0,1,34378.68
541012-06-3309,AZG6354,43,1,13,Perodua Myvi,0,800.0,50000.0,0.77,17699.93,1,7,1,0,0,2,1,16899.93
530120-54-9327,FUW6994,51,19,11,Honda City,0,800.0,80000.0,0.51,14037.14,0,4,0,0,3,1,1,13237.14
920629-19-3383,FOT4036,47,2,7,Perodua Myvi,0,800.0,50000.0,0.47,9214.13,1,8,1,0,1,0,0,0.0
000627-27-9054,VQC9717,48,23,7,Honda City,0,800.0,80000.0,0.77,20790.99,1,6,1,0,1,2,1,19990.99
811020-41-5286,WVQ9355,32,10,15,Perodua Myvi,0,1000.0,50000.0,0.75,15027.86,0,5,1,0,1,1,1,14027.86
680919-18-6464,KIA3260,46,15,16,Perodua Myvi,0,800.0,50000.0,0.4,9534.31,0,5,0,0,1,2,1,8734.31
480625-58-6298,XGE2139,51,13,20,Perodua Myvi,0,1000.0,50000.0,0.42,8434.54,0,5,1,0,0,1,1,7434.540000000001
900920-36-5493,SMS7614,45,12,13,Perodua Myvi,0,1000.0,50000.0,0.45,7030.98,0,5,1,0,0,2,1,6030.98
920405-53-3945,FZT4532,18,0,0,Proton X70,0,300.0,110000.0,0.68,33213.73,0,3,1,0,0,0,1,32913.73
710420-69-4652,DNJ1915,65,4,9,Toyota Vios,0,800.0,75000.0,0.68,17014.83,0,7,1,0,1,1,1,16214.830000000002
070114-92-4565,DHH3548,34,11,1,Proton X70,0,1000.0,110000.0,0.42,17949.49,0,11,0,0,0,1,1,16949.49
571112-75-7263,QQB6035,39,10,6,Proton X70,0,500.0,110000.0,0.42,17627.99,0,4,1,0,0,1,1,17127.99
910225-15-2236,ITM1117,46,6,0,Proton X70,0,800.0,110000.0,0.55,27176.08,1,3,1,0,0,1,1,26376.08
760418-10-5685,HFY1358,44,26,6,Perodua Myvi,1,200.0,50000.0,0.4,7900.83,1,4,1,0,1,1,0,0.0
980826-96-6120,YCK3041,40,14,12,Perodua Myvi,0,500.0,50000.0,0.52,8966.83,0,3,1,0,0,1,1,8466.83
030430-21-1237,JSU7386,35,12,11,Perodua Myvi,0,800.0,50000.0,0.47,9990.97,1,7,0,0,0,2,0,0.0
830118-61-6860,ZQZ9851,36,69,18,Mazda 3,0,800.0,130000.0,0.44,17651.14,1,6,1,0,0,0,1,16851.14
000325-54-6443,TXK0223,33,10,0,Proton X70,0,200.0,110000.0,0.66,23559.44,1,4,1,0,0,0,1,23359.44
890803-91-4275,XVQ9525,51,49,20,Perodua Myvi,0,300.0,50000.0,0.53,12150.48,0,6,1,0,0,1,1,11850.48
460226-31-0957,OXL7732,33,4,3,Perodua Myvi,0,1000.0,50000.0,0.71,15378.16,0,5,1,0,0,0,1,14378.16
790813-97-5593,WYB4185,50,43,4,Proton X70,0,500.0,110000.0,0.73,32782.63,0,7,0,0,1,1,1,32282.629999999997
900613-22-2552,GSA1978,36,4,1,Perodua Myvi,0,200.0,50000.0,0.58,13707.35,0,6,0,0,0,0,1,13507.35
020416-48-6891,PGD1366,54,11,11,Toyota Vios,0,1000.0,75000.0,0.68,15324.12,0,4,0,0,1,2,1,14324.12
900922-54-5647,OVX9293,38,16,2,Perodua Myvi,0,300.0,50000.0,0.4,6054.76,0,4,0,0,1,1,1,5754.76
820323-89-8274,UAP0735,34,114,19,Mazda 3,0,300.0,130000.0,0.76,34549.58,0,7,1,0,0,1,1,34249.58
970929-68-6584,QTI4588,55,1,3,Proton X70,0,1000.0,110000.0,0.51,19444.43,0,4,0,0,1,1,1,18444.43
691107-67-5761,MJL4804,25,7,1,Proton X70,0,1000.0,110000.0,0.67,24401.96,0,8,1,0,1,3,1,23401.96
851023-80-5508,XJL3069,26,9,0,Nissan Almera,0,500.0,70000.0,0.51,13312.79,0,5,1,0,0,2,1,12812.79
640104-20-2130,HBY7240,32,19,9,BMW 3 Series,0,800.0,250000.0,0.68,64172.51,0,2,1,0,0,3,1,63372.51
970222-98-8951,UCC3679,46,7,17,Perodua Myvi,0,1000.0,50000.0,0.46,9501.33,0,3,0,0,1,1,1,8501.33
660809-31-3378,XNS8639,51,1,3,Perodua Myvi,0,500.0,50000.0,0.79,17016.69,0,5,1,0,1,0,1,16516.69
970615-14-2137,QPB3120,32,10,6,Honda City,0,1000.0,80000.0,0.61,18266.74,0,9,0,0,0,3,1,17266.74
840610-84-8061,BKQ4657,21,4,16,Perodua Myvi,0,500.0,50000.0,0.5,7764.29,1,4,1,0,1,3,1,7264.29
690308-02-6946,RYD8156,31,37,6,Proton X70,0,200.0,110000.0,0.47,16103.64,0,5,1,0,0,0,1,15903.64
440531-73-7093,FNU0519,47,10,3,Perodua Myvi,1,1000.0,50000.0,0.8,14620.07,0,8,0,0,0,2,0,0.0
930622-13-1723,OLR9828,29,1,3,Toyota Vios,0,200.0,75000.0,0.51,15978.32,0,3,1,0,0,3,1,15778.32
500709-15-5481,MQC5386,35,8,1,Perodua Myvi,0,800.0,50000.0,0.41,8992.45,0,4,0,0,1,0,1,8192.45
900301-13-2380,RPG9230,63,5,9,Perodua Myvi,0,1000.0,50000.0,0.7,11378.75,1,5,1,0,1,1,1,10378.75
710804-08-2148,RCB8647,20,1,13,Perodua Myvi,0,300.0,50000.0,0.79,14668.76,0,5,0,0,0,1,1,14368.76
630203-83-2147,AZQ9785,44,1,4,Perodua Myvi,0,1000.0,50000.0,0.63,10065.66,0,4,1,0,0,2,1,9065.66
490629-95-1335,HXT2466,56,57,2,Proton X70,0,800.0,110000.0,0.63,31482.83,0,4,0,0,1,1,1,30682.83
610718-68-2660,YHO8398,46,1,6,BMW 3 Series,0,1000.0,250000.0,0.54,55042.42,0,5,1,1,1,0,1,54042.42
760219-92-1024,MNO2279,37,2,5,Perodua Myvi,0,300.0,50000.0,0.51,11754.2,0,2,1,0,3,0,1,11454.2
570115-37-8867,TMC7206,24,40,11,Perodua Myvi,0,200.0,50000.0,0.63,12550.0,1,5,1,0,1,2,1,12350.0
630419-36-7757,IRN6531,37,6,6,Perodua Myvi,0,300.0,50000.0,0.44,8238.46,0,6,0,0,1,0,1,7938.459999999999
950909-10-2122,GYJ5406,40,44,5,Perodua Myvi,0,300.0,50000.0,0.41,7834.3,0,3,0,0,0,2,1,7534.3
960315-16-8010,PDC7106,36,10,4,Honda City,0,800.0,80000.0,0.66,16130.66,0,3,1,0,0,0,1,15330.66
920405-54-9171,SUW5651,48,14,6,Mazda 3,0,800.0,130000.0,0.5,32477.34,0,5,1,0,0,1,1,31677.34
720428-91-4328,XCC1017,39,25,3,Nissan Almera,0,300.0,70000.0,0.53,12095.99,0,5,1,0,0,0,1,11795.99
830223-40-2485,BAO1674,18,0,1,Perodua Myvi,0,1000.0,50000.0,0.5,8824.16,0,6,0,0,2,2,1,7824.16
520405-44-8787,PED0399,39,16,5,Perodua Myvi,0,1000.0,50000.0,0.55,12993.6,0,10,0,0,0,1,1,11993.6
050126-74-8715,NTQ4629,18,0,5,Perodua Myvi,0,1000.0,50000.0,0.44,8887.31,0,4,0,0,0,1,1,7887.3099999999995
521030-07-5033,SWT8973,55,47,2,Perodua Myvi,0,500.0,50000.0,0.79,12841.88,0,10,0,0,2,1,1,12341.88
850715-24-7099,PQK7871,38,40,12,Perodua Myvi,0,200.0,50000.0,0.46,7060.26,0,2,1,0,0,0,1,6860.26
760320-81-1087,NQA1018,58,6,7,Mazda 3,0,800.0,130000.0,0.43,20245.9,0,8,1,0,1,2,1,19445.9
960707-49-1444,GSU3352,23,7,6,Perodua Myvi,0,500.0,50000.0,0.78,14938.55,0,6,1,0,1,0,1,14438.55
771031-24-4320,BJO8795,32,45,7,Mazda 3,0,800.0,130000.0,0.53,24259.0,0,5,1,0,0,1,1,23459.0
460606-56-8903,GDY8058,32,67,1,Perodua Myvi,0,1000.0,50000.0,0.71,17182.55,1,1,0,0,0,1,1,16182.55
470130-96-2327,CBD6661,26,0,7,Toyota Vios,0,1000.0,75000.0,0.68,17808.26,1,7,1,0,1,1,1,16808.26
850121-45-9527,QPZ0291,40,10,20,Perodua Myvi,0,300.0,50000.0,0.71,13829.34,0,3,1,0,1,1,1,13529.34
550930-65-1371,TNC9409,32,1,8,Nissan Almera,0,500.0,70000.0,0.67,20368.3,0,8,1,0,0,0,1,19868.3
880427-17-9166,YCI3007,33,1,11,Perodua Myvi,0,1000.0,50000.0,0.47,7696.46,0,5,0,0,1,3,1,6696.46
480611-94-9560,YEB5834,28,6,9,Perodua Myvi,0,1000.0,50000.0,0.55,12149.0,0,3,1,0,0,2,1,11149.0
721222-90-0323,BNM6622,39,44,7,Proton X70,0,1000.0,110000.0,0.76,29116.36,0,8,1,0,1,0,1,28116.36
710720-50-6931,EQS2838,64,34,17,Perodua Myvi,0,200.0,50000.0,0.47,10309.15,0,2,1,0,1,0,1,10109.15
970917-74-6422,VOD3647,44,12,0,Proton X70,0,800.0,110000.0,0.67,22627.73,0,6,1,0,0,1,1,21827.73
050712-66-5915,SLY6895,53,80,18,Toyota Vios,0,800.0,75000.0,0.57,13206.42,0,2,1,0,1,0,1,12406.42
610429-59-9393,WAK7074,27,8,13,Perodua Myvi,0,1000.0,50000.0,0.57,10794.35,0,6,0,0,0,2,1,9794.35
960804-68-1298,IIB0878,22,10,15,Toyota Vios,0,300.0,75000.0,0.75,20982.71,0,6,1,0,0,0,1,20682.71
050109-13-0930,ARK4375,32,0,21,Mazda 3,1,1000.0,130000.0,0.49,24708.84,0,4,1,0,1,0,1,23708.84
961112-78-8677,ITV1672,43,9,10,Perodua Myvi,0,500.0,50000.0,0.55,9735.18,1,5,1,0,0,1,1,9235.18
940205-25-0129,ZYR9754,35,33,13,Nissan Almera,0,200.0,70000.0,0.62,16127.38,0,5,1,0,1,4,1,15927.38
930208-57-7947,MWP3298,55,7,4,Proton X70,0,800.0,110000.0,0.46,19449.42,0,3,1,0,0,2,1,18649.42
450111-85-1171,VTL4265,40,55,6,Perodua Myvi,0,1000.0,50000.0,0.65,10379.3,1,5,0,0,1,0,0,0.0
540121-93-3886,FPP5301,34,3,10,Perodua Myvi,0,200.0,50000.0,0.77,16372.81,0,5,0,0,0,0,1,16172.81
491101-48-1042,UMZ5176,57,67,13,Toyota Vios,0,800.0,75000.0,0.52,15062.44,1,5,1,0,0,0,1,14262.44
730920-67-1726,PYB1768,18,0,7,Perodua Myvi,0,500.0,50000.0,0.66,12392.46,0,9,1,0,0,0,0,0.0
920807-10-0928,DEB5728,40,30,7,Perodua Myvi,0,1000.0,50000.0,0.63,15692.91,0,3,1,0,0,2,1,14692.91
590902-65-6010,KFA8930,39,47,3,Proton X70,0,300.0,110000.0,0.61,23913.97,1,3,1,0,1,1,1,23613.97
800704-78-3704,GJB1703,40,2,2,Perodua Myvi,1,200.0,50000.0,0.7,17008.51,0,4,1,0,0,1,1,16808.51
980110-86-9925,NDJ4143,33,36,13,Perodua Myvi,0,1000.0,50000.0,0.61,15183.03,0,6,1,0,0,3,1,14183.03
880518-13-2350,LYD8201,30,1,15,Toyota Vios,0,300.0,75000.0,0.72,23352.34,0,1,1,0,0,1,1,23052.34
900328-11-6140,MRL9260,39,46,17,BMW 3 Series,0,800.0,250000.0,0.6,70435.95,0,4,1,0,1,1,1,69635.95
581226-19-1492,EAX6932,38,2,2,Honda City,0,1000.0,80000.0,0.75,18116.59,0,2,0,0,1,1,1,17116.59
491223-08-1743,WMC8930,37,15,4,Proton X70,0,300.0,110000.0,0.78,34125.57,1,7,1,0,1,2,1,33825.57
690608-25-0467,TIP8991,51,41,1,Proton X70,0,800.0,110000.0,0.72,37303.21,1,8,0,0,1,1,0,0.0
011031-97-7779,BJS4004,41,9,3,Nissan Almera,0,1000.0,70000.0,0.71,17361.05,0,7,1,0,1,2,1,16361.05
600412-02-1077,NDP3649,18,0,15,Perodua Myvi,0,200.0,50000.0,0.5,12300.01,0,3,1,0,0,1,1,12100.01
870728-38-7865,SCK3829,50,9,0,Proton X70,0,300.0,110000.0,0.68,33147.26,0,6,1,0,0,1,1,32847.26
920316-35-5241,TJW3885,38,1,17,Honda City,0,300.0,80000.0,0.6,21729.9,0,6,1,0,0,2,1,21429.9
870311-02-1680,NZL7201,33,57,7,Perodua Myvi,0,200.0,50000.0,0.74,18167.73,0,5,1,0,2,0,1,17967.73
441231-58-8365,HTA7777,49,50,20,Perodua Myvi,0,200.0,50000.0,0.73,11751.1,1,5,1,0,1,1,1,11551.1
020421-66-6776,OYW5899,52,55,12,Honda City,1,800.0,80000.0,0.55,21626.44,0,5,1,0,0,2,1,20826.44
000919-95-4862,QAP5046,24,38,0,Proton X70,0,500.0,110000.0,0.78,29638.44,0,8,1,0,2,0,1,29138.44
650629-38-5024,YEQ7787,58,39,3,Proton X70,0,300.0,110000.0,0.46,18098.92,0,3,1,0,0,2,1,17798.92
900910-89-7102,ULV3509,39,6,15,Perodua Myvi,0,500.0,50000.0,0.54,8378.18,0,3,1,0,2,2,1,7878.18
060803-90-7959,OBI5824,40,44,16,Perodua Myvi,0,200.0,50000.0,0.63,13717.24,0,2,0,0,0,0,1,13517.24
951006-74-6347,UJM5624,47,4,5,Proton X70,0,200.0,110000.0,0.66,28967.04,0,3,0,0,1,0,1,28767.04
581115-80-6711,KXI0750,58,2,0,Perodua Myvi,0,800.0,50000.0,0.67,11048.18,0,4,0,0,2,0,1,10248.18
700121-13-0710,MHP8929,53,11,10,Perodua Myvi,0,800.0,50000.0,0.43,10447.71,0,2,1,0,0,4,1,9647.71
560427-85-4299,SME5984,41,5,2,Mazda 3,0,800.0,130000.0,0.74,43607.46,0,2,0,0,0,0,1,42807.46
060131-96-6551,KIC2661,48,41,4,Proton X70,0,300.0,110000.0,0.59,21459.29,0,4,1,0,1,1,1,21159.29
990315-68-7735,YVB4985,44,16,4,Honda City,0,500.0,80000.0,0.48,18308.68,1,5,1,0,0,0,1,17808.68
960202-66-5486,SEM7193,24,2,6,Proton X70,0,200.0,110000.0,0.69,26196.1,0,2,1,0,0,0,1,25996.1
020128-97-1738,YRD3388,41,43,17,Perodua Myvi,0,800.0,50000.0,0.58,13835.03,0,4,1,1,0,1,1,13035.03
970305-55-8442,IKC2303,54,1,17,Honda City,0,500.0,80000.0,0.63,22753.41,0,4,1,0,0,2,1,22253.41
040423-15-4412,BMK7932,23,60,19,Mazda 3,0,300.0,130000.0,0.7,37965.73,0,3,1,0,1,3,1,37665.73
800217-36-2121,ENE1109,57,38,4,Toyota Vios,0,1000.0,75000.0,0.44,11967.88,0,8,1,1,2,1,1,10967.88
510217-59-0194,FND5818,30,7,18,Mazda 3,0,800.0,130000.0,0.51,21021.59,0,4,1,1,0,3,1,20221.59
641021-73-5169,RDK9126,43,6,11,Perodua Myvi,1,800.0,50000.0,0.77,18146.24,1,4,1,0,0,2,0,0.0
880111-50-3682,PTH3590,35,5,4,Proton X70,0,1000.0,110000.0,0.53,21009.8,0,1,0,0,1,1,1,20009.8
950324-24-2583,ZLI6618,43,38,11,Honda City,0,1000.0,80000.0,0.78,30884.05,0,6,0,0,3,1,1,29884.05
731028-75-8343,DQB5553,18,0,1,Proton X70,0,1000.0,110000.0,0.64,32310.71,1,4,0,0,0,1,0,0.0
670221-20-8423,UGF6639,43,8,14,Perodua Myvi,0,1000.0,50000.0,0.52,8017.78,0,4,1,0,0,0,1,7017.78
770506-48-1128,EQR2449,32,36,5,Proton X70,0,200.0,110000.0,0.79,42521.98,0,6,1,1,1,0,1,42321.98
880130-17-1202,BBW3390,37,42,20,Perodua Myvi,0,1000.0,50000.0,0.48,10622.12,0,2,0,0,0,1,1,9622.12
000523-80-6445,AAE7731,40,52,5,Proton X70,0,200.0,110000.0,0.78,27545.96,0,10,1,0,0,0,1,27345.96
780507-48-9231,BKZ5786,47,41,18,Perodua Myvi,0,500.0,50000.0,0.74,14471.13,0,8,1,0,0,0,1,13971.13
510222-82-6503,SXJ9485,58,44,6,Proton X70,0,500.0,110000.0,0.6,29292.84,0,9,1,0,0,1,1,28792.84
600605-33-9226,QHD7619,47,2,0,Toyota Vios,0,200.0,75000.0,0.71,18371.23,0,4,1,0,0,3,1,18171.23
021106-33-1742,ZYA7187,36,5,1,Perodua Myvi,0,800.0,50000.0,0.71,17015.99,0,6,1,0,0,0,1,16215.990000000002
910130-95-1792,MED8064,23,38,4,Nissan Almera,0,200.0,70000.0,0.64,18990.06,0,2,1,0,0,1,1,18790.06
061201-77-8529,ZJE7376,26,13,9,Perodua Myvi,0,200.0,50000.0,0.56,10763.51,0,3,0,0,2,0,1,10563.51
910624-05-3783,EXR3879,39,72,2,Perodua Myvi,0,200.0,50000.0,0.53,7979.15,1,4,0,0,0,0,1,7779.15
690401-29-5816,ZYX2597,27,11,5,Toyota Vios,0,500.0,75000.0,0.55,19794.87,1,2,0,0,0,4,1,19294.87
940725-79-1272,MHO9722,47,4,8,Perodua Myvi,0,500.0,50000.0,0.73,17644.43,0,4,1,0,0,0,1,17144.43
690825-75-6860,YQS9299,41,147,7,Proton X70,0,300.0,110000.0,0.51,22820.82,0,5,0,0,0,0,1,22520.82
480409-93-0507,HMC2568,22,48,8,Mazda 3,0,300.0,130000.0,0.71,38564.79,0,3,1,0,1,0,1,38264.79
681101-13-5967,WAM0548,37,44,6,Toyota Vios,0,800.0,75000.0,0.71,17402.23,0,5,1,0,1,0,1,16602.23
521001-63-3707,PSW7053,18,0,20,Mazda 3,0,800.0,130000.0,0.74,37046.21,0,11,0,0,1,0,0,0.0
730106-58-8187,QTB5416,52,5,0,Perodua Myvi,0,800.0,50000.0,0.5,11953.54,0,4,1,0,0,1,1,11153.54
950505-02-7753,UNP5699,44,44,4,Toyota Vios,0,300.0,75000.0,0.57,20360.17,0,4,0,0,3,1,1,20060.17
670719-99-6157,LTL0146,23,3,6,Honda City,0,300.0,80000.0,0.8,22135.51,0,2,1,0,0,1,1,21835.51
490716-18-6606,TKD2247,53,4,20,Perodua Myvi,0,800.0,50000.0,0.58,10332.71,0,7,1,0,0,0,1,9532.71
070309-35-2803,UVC8104,67,17,0,Perodua Myvi,0,300.0,50000.0,0.59,13589.96,0,7,0,0,0,0,0,0.0
710829-62-4994,ELO9562,39,19,3,Perodua Myvi,0,800.0,50000.0,0.78,12735.15,0,7,1,0,1,1,1,11935.15
800216-06-3124,IDS9281,44,73,4,Proton X70,0,1000.0,110000.0,0.52,20209.36,0,4,1,0,0,2,1,19209.36
660912-16-6530,MMX8441,48,19,11,Perodua Myvi,0,1000.0,50000.0,0.72,16489.38,0,8,0,0,0,1,1,15489.380000000001
800228-78-7043,OBH2510,37,41,3,Proton X70,0,200.0,110000.0,0.62,24255.43,0,4,1,0,1,1,1,24055.43
561219-50-6420,EOU3326,35,23,16,Mazda 3,0,200.0,130000.0,0.51,31056.87,0,4,1,0,1,1,1,30856.87
650918-97-3667,TPF8281,31,7,17,Perodua Myvi,0,1000.0,50000.0,0.5,10515.02,0,3,1,0,1,0,1,9515.02
710618-09-0309,KLG7607,45,7,3,Toyota Vios,0,500.0,75000.0,0.4,10238.05,0,6,1,0,0,1,1,9738.05
050710-54-4125,IVQ9094,56,82,17,Perodua Myvi,0,800.0,50000.0,0.53,11918.9,0,2,1,0,0,2,1,11118.9
490527-36-1593,XUZ1065,33,44,10,Perodua Myvi,0,800.0,50000.0,0.6,12577.97,0,8,1,0,1,0,1,11777.97
660122-92-0091,XWY5241,60,8,19,Perodua Myvi,0,800.0,50000.0,0.72,12691.52,0,3,1,0,0,0,1,11891.52
530622-19-1862,HYK4201,32,14,9,Perodua Myvi,0,300.0,50000.0,0.41,6639.98,1,8,1,0,1,0,0,0.0
690217-09-3102,YHV7809,56,9,13,Toyota Vios,0,1000.0,75000.0,0.59,21495.02,0,4,0,0,0,0,1,20495.02
860929-45-4318,SEF7164,35,191,3,Proton X70,0,800.0,110000.0,0.53,22483.09,0,3,1,0,1,3,1,21683.09
740211-44-8694,NNW0226,18,0,6,Perodua Myvi,0,800.0,50000.0,0.43,8014.95,1,8,0,0,0,2,0,0.0
020128-77-5965,BCD5400,18,0,2,Nissan Almera,0,500.0,70000.0,0.6,15998.57,1,5,1,0,0,4,1,15498.57
860103-63-2375,HSC6953,51,1,4,Perodua Myvi,0,1000.0,50000.0,0.6,12693.25,1,5,1,0,0,2,1,11693.25
611014-62-1818,HJL7668,36,50,2,Perodua Myvi,0,800.0,50000.0,0.59,12753.29,1,5,1,0,0,2,1,11953.29
971227-32-7122,ZYX5039,39,20,13,Perodua Myvi,0,800.0,50000.0,0.73,17734.24,0,5,1,0,1,1,1,16934.24
060521-63-2737,ZSG2254,23,14,15,Honda City,1,200.0,80000.0,0.75,23787.73,0,10,1,0,1,0,0,0.0
801212-71-5314,WJA6348,52,0,8,Nissan Almera,0,300.0,70000.0,0.47,12479.95,1,4,1,0,0,0,1,12179.95
541130-96-4628,DIP2124,35,27,18,Perodua Myvi,0,800.0,50000.0,0.59,11656.5,0,2,0,0,1,2,1,10856.5
950214-38-5210,LXY7571,61,10,11,Perodua Myvi,0,300.0,50000.0,0.72,11401.17,0,8,1,0,1,1,1,11101.17
441219-94-7285,KMY7384,34,45,13,Toyota Vios,0,200.0,75000.0,0.76,19236.22,1,9,1,0,0,0,0,0.0
540427-55-4031,EOT7749,49,2,2,Proton X70,0,200.0,110000.0,0.66,23413.51,1,2,1,0,0,0,1,23213.51
590605-85-8307,HFF1448,24,3,1,Proton X70,0,800.0,110000.0,0.77,37159.3,0,4,1,0,0,0,1,36359.3
780526-87-8650,IUX7423,41,64,12,Toyota Vios,0,300.0,75000.0,0.72,19727.46,0,4,1,0,1,0,1,19427.46
630613-17-0841,TQJ6750,28,52,9,Perodua Myvi,0,1000.0,50000.0,0.79,16668.22,0,5,1,0,0,3,1,15668.220000000001
600723-43-4134,NWZ1673,27,8,16,Perodua Myvi,0,300.0,50000.0,0.75,11715.77,1,2,1,0,2,0,1,11415.77
980521-74-8615,EXH3697,52,104,21,BMW 3 Series,0,300.0,250000.0,0.73,77322.38,0,3,1,0,1,0,1,77022.38
691206-57-2065,PXV3049,27,13,1,Proton X70,0,200.0,110000.0,0.55,24535.85,0,4,1,0,0,1,1,24335.85
601031-68-7010,XMB7010,43,47,6,Perodua Myvi,0,1000.0,50000.0,0.5,10034.52,1,7,1,0,1,0,1,9034.52
510930-90-3359,NOZ2234,59,8,11,Perodua Myvi,0,500.0,50000.0,0.75,12160.82,0,5,1,0,1,0,1,11660.82
970502-32-6429,LIB9081,46,67,9,Nissan Almera,0,500.0,70000.0,0.58,19375.47,0,3,1,0,2,1,1,18875.47
